"Incident_No","Date_Time_Of_Event","Dispatched_Time","Unit_On_The_Way_Time","Unit_On_Scene_TimeStamp","On_Scene_Unit","Cleared_TimeStamp","Unit_Count","Priority","Final_Incident_Type","Final_Incident_Category","Latitude","Longitude"
"F150299082","1/29/15 9:50 AM","1/29/15 9:52 AM","1/29/15 9:53 AM","1/29/15 9:54 AM","S26","1/29/15 10:07 AM","2","Priority 1","MEDICAL","Medical Only","37.3039641762","-121.858484204"
"F150299083","1/29/15 9:52 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3985392472","-121.849645074"
"F150299084","1/29/15 9:53 AM","1/29/15 9:54 AM","1/29/15 9:56 AM","1/29/15 10:01 AM","E23","1/29/15 10:08 AM","1","Priority 1","MEDICAL","Medical Only","37.3985392472","-121.849645074"
"F150299085","1/29/15 9:55 AM","1/29/15 9:56 AM","1/29/15 9:56 AM","1/29/15 9:59 AM","E6","1/29/15 10:21 AM","1","Priority 1","MEDICAL","Medical Only","37.3077246751","-121.915572796"
"F150299086","1/29/15 9:57 AM","1/29/15 9:57 AM","1/29/15 9:59 AM","1/29/15 10:01 AM","E10","1/29/15 10:29 AM","1","Priority 1","MEDICAL","Medical Only","37.3172812391","-121.950120575"
"F150299087","1/29/15 9:57 AM","1/29/15 9:58 AM","1/29/15 9:59 AM","1/29/15 10:04 AM","E12","1/29/15 10:50 AM","9","Priority 1","FIRE & Other","Structure Fire","37.2531077468","-121.835769809"
"F150299088","1/29/15 9:58 AM","1/29/15 10:00 AM","1/29/15 10:01 AM","1/29/15 10:05 AM","E16","1/29/15 10:23 AM","1","Priority 1","MEDICAL","Medical Only","37.3734882616","-121.875405051"
"F150299089","1/29/15 9:58 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.3368210531","-121.927512102"
"F150299090","1/29/15 10:03 AM","1/29/15 10:03 AM","1/29/15 10:05 AM","1/29/15 10:08 AM","E7","1/29/15 10:31 AM","1","Priority 2","MEDICAL","Medical Only","37.3360137292","-121.910348783"
"F150299091","1/29/15 10:06 AM","1/29/15 10:06 AM","1/29/15 10:08 AM","1/29/15 10:14 AM","E13","1/29/15 10:27 AM","1","Priority 1","MEDICAL","Medical Only","37.2695281856","-121.866343678"
"F150299092","1/29/15 10:05 AM","1/29/15 10:09 AM","1/29/15 10:10 AM","1/29/15 10:10 AM","T13","1/29/15 10:15 AM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.2881808347","-121.873616544"
"F150299093","1/29/15 10:06 AM","1/29/15 10:07 AM","1/29/15 10:08 AM","1/29/15 10:11 AM","E23","1/29/15 10:31 AM","2","Priority 1","MEDICAL","Medical Only","37.4030166714","-121.870197687"
"F150299094","1/29/15 10:14 AM","1/29/15 10:15 AM","1/29/15 10:16 AM","1/29/15 10:20 AM","E29","1/29/15 10:30 AM","1","Priority 1","MEDICAL","Good Intent Or Service","37.4207109071","-121.939905039"
"F150299095","1/29/15 10:21 AM","1/29/15 10:23 AM","1/29/15 10:24 AM","1/29/15 10:29 AM","E21","1/29/15 10:33 AM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3304491167","-121.79889446"
"F150299096","1/29/15 10:21 AM","1/29/15 10:24 AM","1/29/15 10:27 AM","","","1/29/15 10:30 AM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.2867167601","-121.985289836"
"F150299097","1/29/15 10:28 AM","1/29/15 10:29 AM","1/29/15 10:31 AM","1/29/15 10:34 AM","E31","1/29/15 10:53 AM","1","Priority 1","MEDICAL","Medical Only","37.314289154","-121.766017103"
"F150299098","1/29/15 10:27 AM","1/29/15 10:30 AM","","","","1/29/15 10:31 AM","2","Priority 1","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.2435042759","-121.896397059"
"F150299099","1/29/15 10:30 AM","1/29/15 10:31 AM","1/29/15 10:34 AM","1/29/15 10:37 AM","E13","1/29/15 10:52 AM","1","Priority 1","MEDICAL","Medical Only","37.2527639585","-121.858417919"
"F150299100","1/29/15 10:35 AM","1/29/15 10:36 AM","1/29/15 10:37 AM","1/29/15 10:45 AM","E24","1/29/15 11:02 AM","3","Priority 1","FIRE & Other","Other Fires","37.2941367228","-121.825311235"
"F150299102","1/29/15 10:43 AM","1/29/15 10:44 AM","1/29/15 10:45 AM","1/29/15 10:51 AM","E21","1/29/15 11:02 AM","1","Priority 1","MEDICAL","Medical Only","37.3290162201","-121.799058561"
"F150299103","1/29/15 10:45 AM","1/29/15 10:45 AM","1/29/15 10:46 AM","1/29/15 10:51 AM","E16","1/29/15 11:02 AM","1","Priority 1","MEDICAL","Medical Only","37.3664416598","-121.852590633"
"F150299104","1/29/15 10:50 AM","1/29/15 10:50 AM","1/29/15 10:52 AM","1/29/15 10:57 AM","T13","1/29/15 11:10 AM","1","Priority 1","MEDICAL","Medical Only","37.2822261191","-121.886530904"
"F150299105","1/29/15 10:50 AM","1/29/15 10:51 AM","1/29/15 10:54 AM","1/29/15 11:02 AM","E14","1/29/15 11:03 AM","1","Priority 1","MEDICAL","Medical Only","37.321323618","-121.98307854"
"F150299106","1/29/15 10:57 AM","1/29/15 10:58 AM","1/29/15 10:59 AM","1/29/15 11:04 AM","E8","1/29/15 11:22 AM","1","Priority 1","MEDICAL","Medical Only","37.3430780126","-121.856827095"
"F150299107","1/29/15 10:58 AM","1/29/15 10:58 AM","1/29/15 11:00 AM","1/29/15 11:08 AM","E16","1/29/15 11:19 AM","3","Priority 1","MEDICAL","Medical Only","37.3488569576","-121.841159729"
"F150299108","1/29/15 10:59 AM","1/29/15 10:59 AM","1/29/15 11:01 AM","1/29/15 11:04 AM","E9","1/29/15 11:16 AM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.271016416","-121.91071512"
"F150299109","1/29/15 11:08 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2506133788","-121.942752819"
"F150299110","1/29/15 11:08 AM","1/29/15 11:09 AM","1/29/15 11:11 AM","1/29/15 11:18 AM","CNTT85","1/29/15 11:24 AM","1","Priority 1","MEDICAL","Uncategorized","37.2506133788","-121.942752819"
"F150299111","1/29/15 11:11 AM","1/29/15 11:12 AM","1/29/15 11:12 AM","1/29/15 11:19 AM","E24","1/29/15 11:34 AM","1","Priority 2","MEDICAL","Medical Only","37.3191905539","-121.804819095"
"F150299112","1/29/15 11:15 AM","1/29/15 11:16 AM","1/29/15 11:17 AM","1/29/15 11:20 AM","E6","1/29/15 11:31 AM","1","Priority 1","MEDICAL","Medical Only","37.2997709592","-121.913599051"
"F150299113","1/29/15 11:23 AM","1/29/15 11:23 AM","1/29/15 11:27 AM","1/29/15 11:29 AM","E12","1/29/15 11:58 AM","1","Priority 2","MEDICAL","Medical Only","37.2440466099","-121.859953541"
"F150299114","1/29/15 11:25 AM","1/29/15 11:26 AM","1/29/15 11:29 AM","1/29/15 11:34 AM","E8","1/29/15 11:44 AM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.3451908174","-121.871569951"
"F150299115","1/29/15 11:30 AM","1/29/15 11:32 AM","1/29/15 11:33 AM","1/29/15 11:37 AM","T13","1/29/15 11:48 AM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.2503920513","-121.861256972"
"F150299116","1/29/15 11:35 AM","1/29/15 11:36 AM","1/29/15 11:38 AM","1/29/15 11:43 AM","R20","1/29/15 12:07 PM","2","Priority 2","MEDICAL","Medical Only","37.3578889663","-121.91288973"
"F150299117","1/29/15 11:37 AM","1/29/15 11:40 AM","1/29/15 11:40 AM","1/29/15 11:45 AM","E24","1/29/15 11:55 AM","2","Priority 1","FIRE & Other","False Alarm / False Call","37.2915937604","-121.828934736"
"F150299118","1/29/15 11:42 AM","1/29/15 11:42 AM","1/29/15 11:44 AM","","","1/29/15 11:55 AM","2","Priority 2","FIRE & Other","Good Intent Or Service","37.2749174228","-121.90972847"
"F150299119","1/29/15 11:43 AM","1/29/15 11:45 AM","","","","1/29/15 11:46 AM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.3014282628","-121.928011108"
"F150299120","1/29/15 11:50 AM","1/29/15 11:50 AM","1/29/15 11:51 AM","1/29/15 11:57 AM","E9","1/29/15 12:24 PM","1","Priority 2","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.2707771226","-121.909021829"
"F150299121","1/29/15 11:50 AM","1/29/15 11:51 AM","1/29/15 11:52 AM","1/29/15 11:55 AM","E7","1/29/15 12:26 PM","1","Priority 1","MEDICAL","Medical Only","37.3337693191","-121.905899001"
"F150299122","1/29/15 11:51 AM","1/29/15 11:52 AM","1/29/15 11:53 AM","1/29/15 11:57 AM","E619","1/29/15 12:16 PM","2","Priority 1","MEDICAL","Medical Only","37.3865581226","-121.860560788"
"F150299123","1/29/15 11:50 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.2585335703","-121.903236992"
"F150299124","1/29/15 11:56 AM","1/29/15 11:57 AM","1/29/15 11:58 AM","1/29/15 12:01 PM","E1","1/29/15 12:15 PM","1","Priority 1","MEDICAL","Medical Only","37.3509693548","-121.908342957"
"F150299125","1/29/15 12:03 PM","1/29/15 12:04 PM","1/29/15 12:05 PM","1/29/15 12:11 PM","E16","1/29/15 12:41 PM","1","Priority 1","MEDICAL","Medical Only","37.3766295709","-121.856368246"
"F150299126","1/29/15 12:07 PM","1/29/15 12:08 PM","1/29/15 12:10 PM","1/29/15 12:12 PM","E12","1/29/15 12:25 PM","1","Priority 1","MEDICAL","Medical Only","37.2463235517","-121.847066673"
"F150299127","1/29/15 12:24 PM","1/29/15 12:26 PM","1/29/15 12:28 PM","","","1/29/15 12:29 PM","2","Priority 1","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.2784819629","-121.87824923"
"F150299128","1/29/15 12:25 PM","1/29/15 12:38 PM","","","","1/29/15 12:38 PM","1","Priority 1","FIRE & Other","Uncategorized","37.3101583597","-121.940469027"
"F150299129","1/29/15 12:25 PM","1/29/15 12:27 PM","1/29/15 12:28 PM","1/29/15 12:37 PM","E7","1/29/15 12:37 PM","1","Priority 1","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.3197611173","-121.941078657"
"F150299130","1/29/15 12:27 PM","1/29/15 12:30 PM","","","","1/29/15 12:31 PM","1","Priority 2","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.222099378","-121.892935308"
"F150299131","1/29/15 12:29 PM","1/29/15 12:32 PM","1/29/15 12:33 PM","1/29/15 12:36 PM","E10","1/29/15 12:59 PM","4","Priority 1","FIRE & Other","False Alarm / False Call","37.3270957759","-121.933680692"
"F150299132","1/29/15 12:32 PM","1/29/15 12:36 PM","","","","1/29/15 12:38 PM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.3146140426","-121.931820287"
"F150299133","1/29/15 12:34 PM","1/29/15 12:35 PM","1/29/15 12:38 PM","1/29/15 12:44 PM","T16","1/29/15 12:44 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3267587911","-121.817258279"
"F150299134","1/29/15 12:35 PM","1/29/15 12:36 PM","1/29/15 12:37 PM","1/29/15 12:39 PM","E1","1/29/15 12:51 PM","1","Priority 1","MEDICAL","Medical Only","37.3361675349","-121.890565843"
"F150299135","1/29/15 12:36 PM","","","","","","0","Priority 2","FIRE & Other","Uncategorized","37.3093566238","-121.944451155"
"F150299136","1/29/15 12:42 PM","1/29/15 12:46 PM","1/29/15 12:47 PM","1/29/15 1:23 PM","E14","1/29/15 3:29 PM","2","Priority 1 or Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.141398714","-121.663529892"
"F150299137","1/29/15 12:43 PM","1/29/15 12:44 PM","1/29/15 12:46 PM","1/29/15 1:04 PM","E27","1/29/15 3:07 PM","2","Priority 1 or Priority 2","FIRE & Other","Uncategorized","37.1526267125","-121.584951104"
"F150299138","1/29/15 12:44 PM","1/29/15 12:45 PM","1/29/15 12:47 PM","1/29/15 12:53 PM","E2","1/29/15 1:10 PM","1","Priority 1","MEDICAL","Medical Only","37.3571270076","-121.83030251"
"F150299139","1/29/15 12:45 PM","1/29/15 12:46 PM","1/29/15 12:47 PM","1/29/15 12:49 PM","E8","1/29/15 1:01 PM","1","Priority 1","MEDICAL","Medical Only","37.339631904","-121.881670743"
"F150299140","1/29/15 12:49 PM","1/29/15 12:50 PM","1/29/15 12:51 PM","1/29/15 12:53 PM","E7","1/29/15 1:27 PM","1","Priority 1","MEDICAL","Medical Only","37.3270806932","-121.93601384"
"F150299141","1/29/15 12:48 PM","1/29/15 12:51 PM","1/29/15 12:52 PM","1/29/15 1:06 PM","S26","1/29/15 1:20 PM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.3114325979","-121.808068643"
"F150299142","1/29/15 12:50 PM","","","","","","0","Priority 2","FIRE & Other","Uncategorized","37.2902924502","-121.922603134"
"F150299143","1/29/15 12:54 PM","1/29/15 12:54 PM","1/29/15 12:56 PM","1/29/15 1:04 PM","T35","1/29/15 1:20 PM","1","Priority 1","MEDICAL","Medical Only","37.2194364466","-121.762587822"
"F150299144","1/29/15 12:54 PM","1/29/15 12:55 PM","1/29/15 12:56 PM","1/29/15 1:00 PM","E22","1/29/15 1:24 PM","1","Priority 1","MEDICAL","Medical Only","37.2205242196","-121.843604396"
"F150299145","1/29/15 12:54 PM","1/29/15 12:55 PM","1/29/15 12:57 PM","1/29/15 1:03 PM","E21","1/29/15 1:22 PM","1","Priority 2","MEDICAL","Medical Only","37.3493905701","-121.799202417"
"F150299146","1/29/15 12:57 PM","1/29/15 12:58 PM","1/29/15 12:59 PM","1/29/15 1:06 PM","T30","1/29/15 1:14 PM","2","Priority 2","MEDICAL","Good Intent Or Service","37.312368142","-121.897008265"
"F150299147","1/29/15 12:58 PM","1/29/15 1:00 PM","1/29/15 1:02 PM","1/29/15 1:06 PM","T16","1/29/15 1:24 PM","1","Priority 1","MEDICAL","Medical Only","37.3193404165","-121.826540931"
"F150299148","1/29/15 1:11 PM","1/29/15 1:12 PM","1/29/15 1:13 PM","1/29/15 1:17 PM","E24","1/29/15 1:34 PM","1","Priority 1","MEDICAL","Medical Only","37.3084322418","-121.805907533"
"F150299150","1/29/15 1:18 PM","1/29/15 1:19 PM","1/29/15 1:20 PM","1/29/15 1:24 PM","E18","1/29/15 1:51 PM","1","Priority 2","MEDICAL","Medical Only","37.2781737233","-121.824192264"
"F150299152","1/29/15 1:25 PM","1/29/15 1:25 PM","1/29/15 1:26 PM","1/29/15 1:28 PM","E8","1/29/15 1:46 PM","1","Priority 1","MEDICAL","Medical Only","37.3435698399","-121.879226472"
"F150299154","1/29/15 1:31 PM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.2441445103","-121.932622654"
"F150299275","1/29/15 8:24 PM","1/29/15 8:26 PM","1/29/15 8:27 PM","1/29/15 8:29 PM","E4","1/29/15 8:39 PM","2","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3167298362","-121.918576974"
"F150299276","1/29/15 8:26 PM","1/29/15 8:27 PM","1/29/15 8:27 PM","1/29/15 8:32 PM","E23","1/29/15 8:34 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.400116389","-121.880664596"
"F150299277","1/29/15 8:34 PM","1/29/15 8:34 PM","1/29/15 8:35 PM","1/29/15 8:40 PM","E29","1/29/15 9:00 PM","1","Priority 1","MEDICAL","Medical Only","37.4075873264","-121.942084643"
"F150299278","1/29/15 8:44 PM","1/29/15 8:47 PM","1/29/15 8:49 PM","1/29/15 8:55 PM","T16","1/29/15 9:12 PM","1","Priority 1","MEDICAL","Medical Only","37.3413600052","-121.831970113"
"F150299279","1/29/15 8:48 PM","1/29/15 8:49 PM","1/29/15 8:50 PM","1/29/15 8:56 PM","E14","1/29/15 9:05 PM","1","Priority 1","MEDICAL","Uncategorized","37.3164791428","-121.995206461"
"F150299280","1/29/15 9:00 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2932347552","-121.967961428"
"F150299281","1/29/15 9:06 PM","1/29/15 9:07 PM","1/29/15 9:08 PM","1/29/15 9:13 PM","E12","1/29/15 9:14 PM","1","Priority 2","MEDICAL","Medical Only","37.2503584003","-121.858876483"
"F150299155","1/29/15 1:36 PM","1/29/15 1:37 PM","1/29/15 1:37 PM","1/29/15 1:51 PM","S26","1/29/15 1:54 PM","1","Priority 2","MEDICAL","Medical Only","37.3142253422","-121.856108629"
"F150299156","1/29/15 1:36 PM","1/29/15 1:37 PM","1/29/15 1:38 PM","1/29/15 1:42 PM","E13","1/29/15 2:09 PM","1","Priority 1","MEDICAL","Medical Only","37.2529626024","-121.867209533"
"F150299157","1/29/15 1:38 PM","1/29/15 1:39 PM","1/29/15 1:41 PM","1/29/15 1:44 PM","T30","1/29/15 1:48 PM","1","Priority 1","MEDICAL","Medical Only","37.3320177494","-121.900230198"
"F150299158","1/29/15 1:43 PM","1/29/15 1:43 PM","","1/29/15 1:43 PM","E6","1/29/15 2:05 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3135550445","-121.878025157"
"F150299159","1/29/15 1:44 PM","1/29/15 1:45 PM","1/29/15 1:47 PM","1/29/15 1:55 PM","T13","1/29/15 2:09 PM","1","Priority 1","MEDICAL","Medical Only","37.2794211401","-121.855853528"
"F150299160","1/29/15 1:46 PM","1/29/15 1:47 PM","1/29/15 1:48 PM","1/29/15 1:51 PM","E4","1/29/15 2:07 PM","2","Priority 1","MEDICAL","Medical Only","37.3181200103","-121.927735947"
"F150299161","1/29/15 1:46 PM","1/29/15 1:48 PM","1/29/15 1:50 PM","1/29/15 1:59 PM","E24","1/29/15 2:28 PM","1","Priority 1","MEDICAL","Medical Only","37.3182361139","-121.806286078"
"F150299162","1/29/15 1:47 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3182361139","-121.806286078"
"F150299163","1/29/15 1:46 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3214808829","-121.806804311"
"F150299164","1/29/15 2:01 PM","1/29/15 2:02 PM","1/29/15 2:03 PM","1/29/15 2:06 PM","E9","1/29/15 2:20 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.2617423987","-121.931410777"
"F150299165","1/29/15 2:03 PM","1/29/15 2:04 PM","1/29/15 2:05 PM","1/29/15 2:09 PM","T14","1/29/15 2:24 PM","1","Priority 1","MEDICAL","Medical Only","37.3067636619","-121.983441158"
"F150299166","1/29/15 2:01 PM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.3389518605","-121.897187094"
"F150299167","1/29/15 2:04 PM","1/29/15 2:05 PM","1/29/15 2:06 PM","1/29/15 2:09 PM","T30","1/29/15 2:22 PM","1","Priority 1","MEDICAL","Medical Only","37.3239768822","-121.899869216"
"F150299168","1/29/15 2:07 PM","1/29/15 2:08 PM","1/29/15 2:09 PM","","","1/29/15 2:13 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.365258818","-121.850120018"
"F150299169","1/29/15 2:10 PM","1/29/15 2:10 PM","","1/29/15 2:10 PM","E13","1/29/15 2:57 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.2560268714","-121.875774617"
"F150299170","1/29/15 2:15 PM","1/29/15 2:16 PM","1/29/15 2:17 PM","1/29/15 2:21 PM","E29","1/29/15 2:44 PM","1","Priority 1","MEDICAL","Medical Only","37.4190103041","-121.950527224"
"F150299171","1/29/15 2:13 PM","1/29/15 2:16 PM","1/29/15 2:18 PM","1/29/15 2:28 PM","T1","1/29/15 2:33 PM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.3272325274","-121.913135653"
"F150299172","1/29/15 2:22 PM","","","","","","0","Priority 2","MEDICAL","Uncategorized","37.3591488017","-121.903411363"
"F150299173","1/29/15 2:21 PM","1/29/15 2:23 PM","1/29/15 2:25 PM","1/29/15 2:35 PM","E16","1/29/15 2:52 PM","7","Priority 2","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.3763145147","-121.860191059"
"F150299174","1/29/15 2:22 PM","1/29/15 2:23 PM","1/29/15 2:24 PM","1/29/15 2:33 PM","T35","1/29/15 2:42 PM","1","Priority 2","MEDICAL","Medical Only","37.2368322383","-121.771060052"
"F150299175","1/29/15 2:25 PM","1/29/15 2:25 PM","1/29/15 2:26 PM","1/29/15 2:32 PM","E1","1/29/15 2:41 PM","1","Priority 1","MEDICAL","Medical Only","37.3438428743","-121.868841637"
"F150299176","1/29/15 2:26 PM","1/29/15 2:28 PM","1/29/15 2:31 PM","1/29/15 2:33 PM","CNTE81","1/29/15 2:34 PM","1","Priority 1","MEDICAL","Uncategorized","37.2797367683","-121.930612149"
"F150299177","1/29/15 2:27 PM","1/29/15 2:29 PM","1/29/15 2:31 PM","1/29/15 2:36 PM","E2","1/29/15 2:40 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3799691911","-121.848563295"
"F150299178","1/29/15 2:34 PM","1/29/15 2:34 PM","","","","1/29/15 2:35 PM","2","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3047052802","-121.918476318"
"F150299179","1/29/15 2:32 PM","1/29/15 2:35 PM","1/29/15 2:36 PM","1/29/15 2:41 PM","E4","1/29/15 3:00 PM","2","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3047052802","-121.918476318"
"F150299180","1/29/15 2:35 PM","1/29/15 2:36 PM","1/29/15 2:37 PM","1/29/15 2:42 PM","E24","1/29/15 3:00 PM","1","Priority 1","MEDICAL","Medical Only","37.30478702","-121.811019552"
"F150299181","1/29/15 2:36 PM","1/29/15 2:38 PM","1/29/15 2:39 PM","1/29/15 2:47 PM","S26","1/29/15 3:01 PM","1","Priority 2","MEDICAL","Medical Only","37.3034565607","-121.869969515"
"F150299182","1/29/15 2:40 PM","1/29/15 2:40 PM","1/29/15 2:42 PM","1/29/15 2:48 PM","E8","1/29/15 3:03 PM","2","Priority 2","MEDICAL","Medical Only","37.3416370209","-121.879053802"
"F150299183","1/29/15 2:44 PM","1/29/15 2:45 PM","1/29/15 2:47 PM","1/29/15 2:50 PM","E7","1/29/15 3:11 PM","1","Priority 2","MEDICAL","Medical Only","37.336036849","-121.912534387"
"F150299185","1/29/15 2:46 PM","1/29/15 2:46 PM","1/29/15 2:47 PM","1/29/15 2:53 PM","E1","1/29/15 3:06 PM","1","Priority 2","MEDICAL","Medical Only","37.3533694352","-121.903458037"
"F150299186","1/29/15 2:46 PM","1/29/15 2:48 PM","1/29/15 2:49 PM","1/29/15 2:52 PM","T13","1/29/15 3:02 PM","1","Priority 1","MEDICAL","Medical Only","37.2746459816","-121.863670368"
"F150299187","1/29/15 2:52 PM","1/29/15 2:53 PM","1/29/15 2:54 PM","","","1/29/15 2:59 PM","1","Priority 1","MEDICAL","Medical Only","37.3460506317","-121.838756606"
"F150299189","1/29/15 3:02 PM","1/29/15 3:02 PM","1/29/15 3:03 PM","1/29/15 3:07 PM","T1","1/29/15 3:10 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3352820158","-121.889904851"
"F150299190","1/29/15 3:02 PM","1/29/15 3:03 PM","1/29/15 3:04 PM","1/29/15 3:08 PM","S30","1/29/15 3:17 PM","2","Priority 2","MEDICAL","Uncategorized","37.3239768822","-121.899869216"
"F150299191","1/29/15 3:28 PM","1/29/15 3:29 PM","1/29/15 3:30 PM","1/29/15 3:35 PM","E16","1/29/15 3:49 PM","1","Priority 1","MEDICAL","Medical Only","37.3600919866","-121.85363504"
"F150299192","1/29/15 3:30 PM","1/29/15 3:30 PM","1/29/15 3:32 PM","1/29/15 3:39 PM","E26","1/29/15 3:56 PM","2","Priority 1","MEDICAL","Medical Only","37.2892197132","-121.872855651"
"F150299193","1/29/15 3:31 PM","1/29/15 3:32 PM","1/29/15 3:32 PM","1/29/15 3:35 PM","E3","1/29/15 3:48 PM","1","Priority 1","MEDICAL","Medical Only","37.33051989","-121.884934271"
"F150299194","1/29/15 3:32 PM","1/29/15 3:34 PM","1/29/15 3:35 PM","1/29/15 3:37 PM","E8","1/29/15 3:41 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3459825499","-121.863055126"
"F150299195","1/29/15 3:35 PM","1/29/15 3:37 PM","1/29/15 3:37 PM","1/29/15 3:38 PM","E23","1/29/15 3:58 PM","1","Priority 1","MEDICAL","Medical Only","37.4034540886","-121.878990276"
"F150299196","1/29/15 3:40 PM","1/29/15 3:40 PM","1/29/15 3:42 PM","1/29/15 3:48 PM","E15","1/29/15 4:01 PM","1","Priority 1","MEDICAL","Medical Only","37.2951842563","-121.998683009"
"F150299197","1/29/15 3:40 PM","1/29/15 3:41 PM","1/29/15 3:42 PM","1/29/15 3:43 PM","E13","1/29/15 4:00 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.265643616","-121.865998012"
"F150299198","1/29/15 3:49 PM","1/29/15 3:49 PM","1/29/15 3:51 PM","1/29/15 3:56 PM","E19","1/29/15 4:23 PM","2","Priority 2","MEDICAL","Medical Only","37.4072238871","-121.859343486"
"F150299199","1/29/15 3:48 PM","1/29/15 3:50 PM","1/29/15 3:51 PM","1/29/15 3:56 PM","E7","1/29/15 5:16 PM","2","Priority 1","MEDICAL","Medical Only","37.3497019599","-121.933277069"
"F150299200","1/29/15 3:50 PM","1/29/15 3:50 PM","1/29/15 3:51 PM","1/29/15 3:57 PM","E2","1/29/15 4:08 PM","1","Priority 1","MEDICAL","Medical Only","37.3458542521","-121.835938816"
"F150299201","1/29/15 3:49 PM","1/29/15 3:53 PM","1/29/15 3:54 PM","1/29/15 3:59 PM","E627","1/29/15 4:16 PM","2","Priority 2","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.2366073221","-121.7936986"
"F150299202","1/29/15 3:53 PM","1/29/15 3:53 PM","1/29/15 3:55 PM","1/29/15 4:02 PM","T2","1/29/15 4:13 PM","1","Priority 1","MEDICAL","Medical Only","37.3460506317","-121.838756606"
"F150299203","1/29/15 3:54 PM","1/29/15 3:55 PM","1/29/15 3:56 PM","1/29/15 4:01 PM","E4","1/29/15 4:18 PM","2","Priority 1","MEDICAL","Uncategorized","37.3260840499","-121.916120112"
"F150299204","1/29/15 3:56 PM","1/29/15 3:56 PM","1/29/15 3:58 PM","1/29/15 4:02 PM","E23","1/29/15 4:22 PM","2","Priority 1","MEDICAL","Medical Only","37.4084560128","-121.883313852"
"F150299205","1/29/15 4:04 PM","1/29/15 4:05 PM","1/29/15 4:06 PM","1/29/15 4:08 PM","E3","1/29/15 4:43 PM","1","Priority 1","MEDICAL","Medical Only","37.3258282635","-121.880014852"
"F150299206","1/29/15 4:05 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2531510633","-121.944357137"
"F150299207","1/29/15 4:21 PM","1/29/15 4:22 PM","1/29/15 4:23 PM","1/29/15 4:28 PM","E12","1/29/15 4:41 PM","1","Priority 2","MEDICAL","Medical Only","37.2514327732","-121.834895757"
"F150299208","1/29/15 4:23 PM","1/29/15 4:24 PM","1/29/15 4:26 PM","1/29/15 4:31 PM","E21","1/29/15 4:43 PM","1","Priority 1","MEDICAL","Medical Only","37.3275231965","-121.802068644"
"F150299209","1/29/15 4:23 PM","1/29/15 4:24 PM","1/29/15 4:26 PM","1/29/15 4:29 PM","E2","1/29/15 4:34 PM","1","Priority 1","MEDICAL","Medical Only","37.3597588255","-121.847532366"
"F150299210","1/29/15 4:23 PM","1/29/15 4:24 PM","1/29/15 4:26 PM","1/29/15 4:29 PM","E15","1/29/15 4:50 PM","1","Priority 1","MEDICAL","Medical Only","37.3071896194","-122.019458733"
